type,field,entry,row_index,csv_set,ann_set,corrected_label,Unnamed: 7
FN,STARTING_MATERIAL,methanesulfonyl chloride,693,3-((3-Methylisoxazol-5-yl)methyl)cyclohexanol,"3-((3-Methylisoxazol-5-yl)methyl)cyclohexanol, methanesulfonyl chloride",TP,
FN,REACTION_PRODUCT,PAG,694,PAG-4,"PAG, PAG-4",TP,
FP,TEMPERATURE,-30°C to 10°C,694,"-30°C to 10°C, room temperature","0° C, 10° C, 60° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,0° C,694,"-30°C to 10°C, room temperature","0° C, 10° C, 60° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,�?0° C,694,"-30°C to 10°C, room temperature","0° C, 10° C, 60° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,10° C,694,"-30°C to 10°C, room temperature","0° C, 10° C, 60° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,60° C,694,"-30°C to 10°C, room temperature","0° C, 10° C, 60° C, room temperature, �?0° C",TP,
FN,TIME,5 minutes,694,"10 min, 2.5 h, 20 min","10 minutes, 2.5 hours, 20 minute, 5 minutes",TP,
FN,REACTION_PRODUCT,product,696,2-Bromo-1-fluoro-3-methyl-5-vinylbenzene,"2-Bromo-1-fluoro-3-methyl-5-vinylbenzene, product",TP,
FN,STARTING_MATERIAL,"4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane",696,2-bromo-1-fluoro-5-iodo-3-methylbenzene,"2-bromo-1-fluoro-5-iodo-3-methylbenzene, 4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane",TP,
FP,REAGENT_CATALYST,"[1,1'-bis(diphenylphosphino)ferrocene]dichloropalladium(II)",696,"[1,1'-bis(diphenylphosphino)ferrocene]dichloropalladium(II), potassium phosphate tribasic","1,1'-bis(diphenylphosphino)ferrocene]-dichloropalladium(II), 4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane, Pd(dppf)Cl2, potassium phosphate tribasic",TP,
FN,REAGENT_CATALYST,"1,1'-bis(diphenylphosphino)ferrocene]-dichloropalladium(II)",696,"[1,1'-bis(diphenylphosphino)ferrocene]dichloropalladium(II), potassium phosphate tribasic","1,1'-bis(diphenylphosphino)ferrocene]-dichloropalladium(II), 4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane, Pd(dppf)Cl2, potassium phosphate tribasic",TP,
FN,REAGENT_CATALYST,Pd(dppf)Cl2,696,"[1,1'-bis(diphenylphosphino)ferrocene]dichloropalladium(II), potassium phosphate tribasic","1,1'-bis(diphenylphosphino)ferrocene]-dichloropalladium(II), 4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane, Pd(dppf)Cl2, potassium phosphate tribasic",TP,
FN,REAGENT_CATALYST,"4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane",696,"[1,1'-bis(diphenylphosphino)ferrocene]dichloropalladium(II), potassium phosphate tribasic","1,1'-bis(diphenylphosphino)ferrocene]-dichloropalladium(II), 4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane, Pd(dppf)Cl2, potassium phosphate tribasic",FN,
FN,REACTION_PRODUCT,desired product,699,"1-(tert-Butoxycarbonyl(methyl)amino)-4-fluoro-6-methyl-2,3-dihydro-1H-inden-5-yl trifluoromethanesulfonate","1-(tert-Butoxycarbonyl(methyl)amino)-4-fluoro-6-methyl-2,3-dihydro-1H-inden-5-yl trifluoromethanesulfonate, desired product",TP,
FN,REACTION_PRODUCT,PAG,701,PAG-11,"PAG, PAG-11",TP,
FN,STARTING_MATERIAL,"1, 1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride",701,"1,1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride (SM-2), 2-Hydroxy-1-acetonaphthone (SM-9)","1, 1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride, 2-Hydroxy-1-acetonaphthone, SM-2, SM-9",TP,
FN,TEMPERATURE,0° C,701,"5° C, �?0° C","0° C, 50° C, 5° C, �?0° C",TP,
FN,TEMPERATURE,50° C,701,"5° C, �?0° C","0° C, 50° C, 5° C, �?0° C",TP,
FN,TIME,5 minutes,701,"10 min, 2.5 h","10 minutes, 2.5 hours, 5 minutes",TP,
FN,REACTION_PRODUCT,108,702,"5-(2-chloro-3-methoxyphenyl)-3-((S)-2-methoxy-1-methylethyl)-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","108, 5-(2-chloro-3-methoxyphenyl)-3-((S)-2-methoxy-1-methylethyl)-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",TP,
FP,SOLVENT,ethyl acetate,702,ethyl acetate,,TP,
FP,TEMPERATURE,274°C,702,274°C,,TP,
FP,TIME,overnight,704,overnight,,TP,
FP,YIELD_OTHER,purity 98%,704,"80 mg, purity 98%",80 mg,FP,
FN,REAGENT_CATALYST,"1-[bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate",705,"HATU, N,N-diisopropylethylamine","1-[bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate, DIPEA, HATU, N,N-diisopropylethylamine",TP,
FN,REAGENT_CATALYST,DIPEA,705,"HATU, N,N-diisopropylethylamine","1-[bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate, DIPEA, HATU, N,N-diisopropylethylamine",TP,
FN,SOLVENT,DMF,705,"N,N-dimethylformamide","DMF, N,N-dimethylformamide",TP,
FN,TIME,5 minutes,705,15 h,"15 hours, 5 minutes",TP,
FN,REAGENT_CATALYST,NH3,707,TFA,"NH3, TFA",TP,
FN,SOLVENT,MeOH,707,DCM,"DCM, MeOH",TP,
FN,REACTION_PRODUCT,final product,708,N-(3-(4-(4-cyanopiperazine-1-carbonyl)phenyl)prop-2-ynyl)-N-phenylpentanamide (LMT-829),"LMT-829, N-(3-(4-(4-cyanopiperazine-1-carbonyl)phenyl)prop-2-ynyl)-N-phenylpentanamide, final product",TP,
FN,STARTING_MATERIAL,trimethylsilyl cyanide,708,N-phenyl-N-(3-(4-(piperazine-1-carbonyl)phenyl)prop-2-ynyl)pentaneamide,"N-phenyl-N-(3-(4-(piperazine-1-carbonyl)phenyl)prop-2-ynyl)pentaneamide, trimethylsilyl cyanide",TP,
FP,REAGENT_CATALYST,trimethylsilyl cyanide,708,"sodium hypochloride, trimethylsilyl cyanide",Sodium hypochloride,FP,
FP,TEMPERATURE,80°C,708,"80°C, room temperature","80 °C, refluxed, room temperature",TP,
FN,TEMPERATURE,80 °C,708,"80°C, room temperature","80 °C, refluxed, room temperature",TP,
FN,TEMPERATURE,refluxed,708,"80°C, room temperature","80 °C, refluxed, room temperature",TP,
FN,REACTION_PRODUCT,desired product,711,"7-Bromo-2-cyclopropylimidazo[2,1-f][1,2,4]triazin-4-amine","7-Bromo-2-cyclopropylimidazo[2,1-f][1,2,4]triazin-4-amine, desired product",TP,
FP,TIME,overnight,711,"30 min, overnight",30 minutes,TP,
FP,REACTION_PRODUCT,"4-(3-(4-(1H-[1,2,3]triazolo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1(2H)-one",714,"4-(3-(4-(1H-[1,2,3]triazolo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1(2H)-one","10, 4-(3-(4-(1H-[1,2,3]triazolo4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1( 2H)-one",TP,
FN,REACTION_PRODUCT,"4-(3-(4-(1H-[1,2,3]triazolo4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1( 2H)-one",714,"4-(3-(4-(1H-[1,2,3]triazolo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1(2H)-one","10, 4-(3-(4-(1H-[1,2,3]triazolo4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1( 2H)-one",TP,
FN,REACTION_PRODUCT,10,714,"4-(3-(4-(1H-[1,2,3]triazolo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1(2H)-one","10, 4-(3-(4-(1H-[1,2,3]triazolo4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-benzyl)phthalazin-1( 2H)-one",TP,
FP,STARTING_MATERIAL,Compound d,714,"Compound c', Compound d","c', d",TP,
FN,STARTING_MATERIAL,"1,1-diethoxy-N,N-dimethylmethaneamine",716,"6-oxo-1,6-dihydropyridine-2-carboxylic acid","1,1-diethoxy-N,N-dimethylmethaneamine, 6-oxo-1,6-dihydropyridine-2-carboxylic acid",TP,
FP,REAGENT_CATALYST,"1,1-diethoxy-N,N-dimethylmethaneamine",716,"1,1-diethoxy-N,N-dimethylmethaneamine",,FP,
FN,TEMPERATURE,room temperature,716,100°C,"100°C, room temperature",TP,
FP,REACTION_PRODUCT,2-methoxy-5-trimethylsilanyl-benzaldehyde (Intermediate 16),717,2-methoxy-5-trimethylsilanyl-benzaldehyde (Intermediate 16),"2-(5-bromo-2-methoxy-phenyl)-[1,3]dioxolane, title compound",FP,
FN,REACTION_PRODUCT,"2-(5-bromo-2-methoxy-phenyl)-[1,3]dioxolane",717,2-methoxy-5-trimethylsilanyl-benzaldehyde (Intermediate 16),"2-(5-bromo-2-methoxy-phenyl)-[1,3]dioxolane, title compound",TP,
FN,STARTING_MATERIAL,CAS#107-21-1,717,5-bromo-2-methoxybenzaldehyde,"5-bromo-2-methoxybenzaldehyde, CAS#107-21-1, CAS#25016-01-7, Ethylene glycol",TP,
FN,STARTING_MATERIAL,CAS#25016-01-7,717,5-bromo-2-methoxybenzaldehyde,"5-bromo-2-methoxybenzaldehyde, CAS#107-21-1, CAS#25016-01-7, Ethylene glycol",TP,
FN,STARTING_MATERIAL,Ethylene glycol,717,5-bromo-2-methoxybenzaldehyde,"5-bromo-2-methoxybenzaldehyde, CAS#107-21-1, CAS#25016-01-7, Ethylene glycol",TP,
FN,REAGENT_CATALYST,PTSA,717,p-toluenesulfonic acid,"CAS#104-15-4, PTSA, p-toluenesulfonic acid",TP,
FN,REAGENT_CATALYST,CAS#104-15-4,717,p-toluenesulfonic acid,"CAS#104-15-4, PTSA, p-toluenesulfonic acid",TP,
FP,TIME,overnight,717,overnight,,TP,
FN,STARTING_MATERIAL,iodomethane,718,"6-oxo-1,6-dihydropyridine-2-carboxylic acid","6-oxo-1,6-dihydropyridine-2-carboxylic acid, iodomethane",TP,
FN,REACTION_PRODUCT,v,720,"6-(piperazine-1-yl)-3H-imidazo[4,5-b]pyridine","6-(piperazine-1-yl)-3H-imidazo[4,5-b]pyridine, v",TP,
FN,REACTION_PRODUCT,desired compound,722,"2-(2-(4-pivaloyl-piperazinyl)ethyl)-2,4-dihydro-7-methoxy-4,4-dimethylchromeno[4,3-c]pyrazole","2-(2-(4-pivaloyl-piperazinyl)ethyl)-2,4-dihydro-7-methoxy-4,4-dimethylchromeno[4,3-c]pyrazole, desired compound",TP,
FN,STARTING_MATERIAL,tert-butanol,724,"8-cyclopentyl-2-(methylthio)-7-oxo-7,8-dihydropyrido[2,3-d]pyrimidine-6-carboxylic acid","8-cyclopentyl-2-(methylthio)-7-oxo-7,8-dihydropyrido[2,3-d]pyrimidine-6-carboxylic acid, tert-butanol",TP,
FP,SOLVENT,tert-butanol,724,tert-butanol,,TP,
FN,TEMPERATURE,room temperature,724,79° C,"79° C, room temperature",TP,
FN,REACTION_PRODUCT,"4-ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",729,"N-[4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]-1-(4-fluorophenyl)methanesulfonamide","4-ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one, 6-amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one, N-[4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]-1-(4-fluorophenyl)methanesulfonamide, N-[4-ethyl-4-methyl-1-(4-methylcyclohexyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]-1-(4-fluorophenyl)methanesulfonamide",FN,
FN,REACTION_PRODUCT,"6-amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one",729,"N-[4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]-1-(4-fluorophenyl)methanesulfonamide","4-ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one, 6-amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one, N-[4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]-1-(4-fluorophenyl)methanesulfonamide, N-[4-ethyl-4-methyl-1-(4-methylcyclohexyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]-1-(4-fluorophenyl)methanesulfonamide",FN,
FN,STARTING_MATERIAL,"6-Amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one",729,"4-Ethyl-4-methyl-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-methylcyclohexyl bromide","4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-Ethyl-4-methyl-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-fluorophenylmethanesulfonyl chloride, 4-methylcyclohexyl bromide, 6-Amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one",TP,
FN,STARTING_MATERIAL,"4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",729,"4-Ethyl-4-methyl-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-methylcyclohexyl bromide","4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-Ethyl-4-methyl-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-fluorophenylmethanesulfonyl chloride, 4-methylcyclohexyl bromide, 6-Amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one",TP,
FN,STARTING_MATERIAL,4-fluorophenylmethanesulfonyl chloride,729,"4-Ethyl-4-methyl-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-methylcyclohexyl bromide","4-Ethyl-4-methyl-1-(4-methylcyclohexyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-Ethyl-4-methyl-6-nitro-3,4-dihydroquinolin-2(1H)-one, 4-fluorophenylmethanesulfonyl chloride, 4-methylcyclohexyl bromide, 6-Amino-4-ethyl-4-methyl-1-(4-methylcyclohexyl)-3,4-dihydroquinolin-2(1H)-one",TP,
FN,REAGENT_CATALYST,pyridine,729,"cesium carbonate, potassium iodide","ammonium chloride, cesium carbonate, potassium iodide, pyridine, zinc",TP,
FN,REAGENT_CATALYST,zinc,729,"cesium carbonate, potassium iodide","ammonium chloride, cesium carbonate, potassium iodide, pyridine, zinc",TP,
FN,REAGENT_CATALYST,ammonium chloride,729,"cesium carbonate, potassium iodide","ammonium chloride, cesium carbonate, potassium iodide, pyridine, zinc",TP,
FN,SOLVENT,dichloromethane,729,"1,4-dioxane, water","1,4-dioxane, dichloromethane, methanol, water",TP,
FN,SOLVENT,methanol,729,"1,4-dioxane, water","1,4-dioxane, dichloromethane, methanol, water",TP,
FP,TEMPERATURE,0°C,729,"0°C, 150°C, room temperature","0° C, 150° C, room temperature",TP,
FP,TEMPERATURE,150°C,729,"0°C, 150°C, room temperature","0° C, 150° C, room temperature",TP,
FN,TEMPERATURE,0° C,729,"0°C, 150°C, room temperature","0° C, 150° C, room temperature",TP,
FN,TEMPERATURE,150° C,729,"0°C, 150°C, room temperature","0° C, 150° C, room temperature",TP,
FP,TIME,1 h,729,1 h,one hour,TP,
FN,TIME,one hour,729,1 h,one hour,TP,
FP,TIME,overnight,732,overnight,,TP,
FN,REAGENT_CATALYST,pyridine,733,propylphosphonic anhydride,"propylphosphonic anhydride, pyridine",TP,
FN,SOLVENT,ethyl acetate,733,acetonitrile,"acetonitrile, ethyl acetate",TP,
FN,REAGENT_CATALYST,propylphosphonic anhydride,737,pyridine,"propylphosphonic anhydride, pyridine",TP,
FN,SOLVENT,ethyl acetate,737,acetonitrile,"acetonitrile, ethyl acetate",TP,
FN,REAGENT_CATALYST,TFA,738,trifluoroacetic acid,"TFA, trifluoroacetic acid",TP,
FN,SOLVENT,CH2Cl2,739,dichloromethane,"CH2Cl2, dichloromethane",TP,
FP,TIME,overnight,739,overnight,,TP,
FP,YIELD_OTHER,239 mg,742,239 mg,239mg,TP,
FN,YIELD_OTHER,239mg,742,239 mg,239mg,TP,
FN,REACTION_PRODUCT,3,743,"4-(4-(4-iodophenyl)-3,6-dihydropyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)-N-((tetrahydro-2H-pyran-2-yl)oxy)butanamide","3, 4-(4-(4-iodophenyl)-3,6-dihydropyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)-N-((tetrahydro-2H-pyran-2-yl)oxy)butanamide, title compound",TP,
FN,REAGENT_CATALYST,Et3N,743,"HATU, HOBT","1-[Bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate, Et3N, HATU, HOBT, Hydroxybenzotriazole",TP,
FN,REAGENT_CATALYST,"1-[Bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate",743,"HATU, HOBT","1-[Bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate, Et3N, HATU, HOBT, Hydroxybenzotriazole",TP,
FN,REAGENT_CATALYST,Hydroxybenzotriazole,743,"HATU, HOBT","1-[Bis(dimethylamino)methylene]-1H-1,2,3-triazolo[4,5-b]pyridinium 3-oxid hexafluorophosphate, Et3N, HATU, HOBT, Hydroxybenzotriazole",TP,
FN,REACTION_PRODUCT,liquid,753,(2-ethyl)-bistrifluoromethylthiophenol-methylphosphoric Acid Ethyl Ester,"(2-ethyl)-bistrifluoromethylthiophenol-methylphosphoric Acid Ethyl Ester, liquid",TP,
FP,TIME,2 h,753,2 h,,TP,
FN,REAGENT_CATALYST,tetrakis(triphenylphosphine)palladium(0),757,"Pd(PPh3)4, potassium carbonate","Pd(PPh3)4, potassium carbonate, tetrakis(triphenylphosphine)palladium(0)",TP,
FP,TIME,overnight,757,overnight,,TP,
FP,STARTING_MATERIAL,"3-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)-1-methylpyridin-2(1H)-one",761,"3-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)-1-methylpyridin-2(1H)-one","3-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4, 5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)-1-methylpyridin-2(1H)-one",TP,
FN,STARTING_MATERIAL,"3-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4, 5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)-1-methylpyridin-2(1H)-one",761,"3-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)-1-methylpyridin-2(1H)-one","3-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4, 5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)-1-methylpyridin-2(1H)-one",TP,
FN,REAGENT_CATALYST,hydrochloric acid,761,,hydrochloric acid,FN,
FN,REACTION_PRODUCT,crude product,762,"(1S,3R)-1-(4-bromo-2,6-difluorophenyl)-3,5-dimethyl-2-(2,2,2-trifluoroethyl)-1,2,3,4-tetrahydroisoquinolin-6-amine","(1S,3R)-1-(4-bromo-2,6-difluorophenyl)-3,5-dimethyl-2-(2,2,2-trifluoroethyl)-1,2,3,4-tetrahydroisoquinolin-6-amine, crude product",TP,
FP,REAGENT_CATALYST,polystyrene-bound tosylhydrazide,762,polystyrene-bound tosylhydrazide,acetic acid,TP,
FN,REAGENT_CATALYST,acetic acid,762,polystyrene-bound tosylhydrazide,acetic acid,TP,
FP,SOLVENT,MeOH,762,"DCM, EtOAc, MeOH, THF, acetic acid, hexanes, water",water,TP,
FP,SOLVENT,DCM,762,"DCM, EtOAc, MeOH, THF, acetic acid, hexanes, water",water,TP,
FP,SOLVENT,acetic acid,762,"DCM, EtOAc, MeOH, THF, acetic acid, hexanes, water",water,TP,
FP,SOLVENT,hexanes,762,"DCM, EtOAc, MeOH, THF, acetic acid, hexanes, water",water,TP,
FP,SOLVENT,THF,762,"DCM, EtOAc, MeOH, THF, acetic acid, hexanes, water",water,TP,
FP,SOLVENT,EtOAc,762,"DCM, EtOAc, MeOH, THF, acetic acid, hexanes, water",water,TP,
FP,TIME,overnight,762,"14 h, 2 h, overnight","14 hours, 2 hours",TP,
FN,YIELD_OTHER,ca. 40 mg,762,230 mg,"230 mg, 40 mg, ca. 40 mg",TP,
FN,YIELD_OTHER,40 mg,762,230 mg,"230 mg, 40 mg, ca. 40 mg",FN,
FP,TIME,overnight,763,"30 min, overnight",30 minutes,TP,
FP,TIME,overnight,766,overnight,,TP,
FP,REACTION_PRODUCT,"5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile",767,"5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile","5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile), 5,5'-((((((2,2'-dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy)) bis(methylene))dinicotinonitrile, 54",TP,
FN,REACTION_PRODUCT,"5,5'-((((((2,2'-dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy)) bis(methylene))dinicotinonitrile",767,"5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile","5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile), 5,5'-((((((2,2'-dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy)) bis(methylene))dinicotinonitrile, 54",TP,
FN,REACTION_PRODUCT,54,767,"5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile","5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile), 5,5'-((((((2,2'-dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy)) bis(methylene))dinicotinonitrile, 54",TP,
FN,REACTION_PRODUCT,"5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile)",767,"5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile","5,5'-((((((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy))bis(methylene))dinicotinonitrile), 5,5'-((((((2,2'-dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(4-chloro-6-formyl-3,1-phenylene))bis(oxy)) bis(methylene))dinicotinonitrile, 54",TP,
FN,YIELD_OTHER,74%,767,700 mg,"700 mg, 74%",TP,
FN,REACTION_PRODUCT,"1-(3-(1H-imidazol-1-yl) propyl)-3,7-dimethyl-1H-purine-2,6(3H,7H)-dione",772,"1-(3-(1H-imidazol-1-yl)propyl)-3,7-dimethyl-1H-purine-2,6(3H,7H)-dione","1-(3-(1H-imidazol-1-yl) propyl)-3,7-dimethyl-1H-purine-2,6(3H,7H)-dione, 1-(3-(1H-imidazol-1-yl)propyl)-3,7-dimethyl-1H-purine-2,6(3H,7H)-dione",TP,
FN,REACTION_PRODUCT,product,774,Compound 12-Br-Cbz,"12-Br-Cbz, product",TP,
FN,REACTION_PRODUCT,4,775,"5-(3-fluorophenyl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","4, 5-(3-fluorophenyl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",TP,
FP,TEMPERATURE,240°C,775,240°C,,TP,
FN,REACTION_PRODUCT,product,776,"benzyl 1-((3-(4-aminoimidazo[2,1-f][1,2,4]triazin-7-yl)-4-methylphenyl)sulfonamido)-3-azabicyclo[3.1.1]heptane-3-carboxylate","benzyl 1-((3-(4-aminoimidazo[2,1-f][1,2,4]triazin-7-yl)-4-methylphenyl)sulfonamido)-3-azabicyclo[3.1.1]heptane-3-carboxylate, product",TP,
FP,TIME,overnight,776,overnight,,TP,
FN,YIELD_OTHER,0.039 mmol,778,16 mg,"0.039 mmol, 16 mg",TP,
